ID,English,Korean,Japanese, Chinese,Type
fs_3001_01,A fish possessing a slender cylindrical silver-white body shape that hunts small prey while hiding in the sand.,가늘고 긴 원통형의 은백색 체형을 지녔으며 모래 속에 숨어 있다가 작은 먹이를 사냥하는 어류입니다.,細長い円筒形で銀白色の体つきを持ち砂の中に隠れて小さな餌を捕食する魚です。,具有细长圆筒形银白色体型并常藏于沙中捕食小型猎物的鱼类。,ETC
fs_3002,silverpomfret,병어,マナガツオ,鲳鱼,생선
fs_3002_01,A flattened fish with a silver sheen and almost no scales known for its smooth texture.,몸이 납작하고 은빛 광택을 띠며 비늘이 거의 없어 식감이 부드러운 어류입니다.,体が平らで銀色の光沢があり鱗が少なく食感が滑らかな魚です。,是一种身体扁平有银色光泽几乎无鳞肉质细嫩的鱼类。,ETC
fs_3003,bonitofish,줄삼치,ハガツオ,鲣鱼,생선
fs_3003_01,A migratory fish with a fusiform body and distinct dark longitudinal stripes on its belly that swims at high speed.,방추형의 몸 형태를 지니며 배 쪽에 뚜렷한 세로줄 무늬가 특징인 고속으로 헤엄치는 회유성 어류입니다.,体は紡錘形で腹側に濃く明確な縦縞模様がある高速で泳ぐ回遊性の魚です。,是一种身体呈纺锤形腹部有清晰深色纵纹高速洄游的鱼类。,ETC
fs_3004,bluecrab,블루크랩,アオガニ,蓝蟹,생선
fs_3004_01,A crab whose claws are distinctly blue and the final pair of legs are modified into paddles for swimming.,집게발이 선명한 푸른색을 띠고 헤엄치기 위해 노처럼 변형된 마지막 다리가 특징인 게입니다.,鋏脚の先端が青色で泳ぐのに使う櫓状の最後の脚が特徴的なカニです。,是一种螯足呈鲜蓝色腿部特化为桨状擅长游泳的蟹类。,ETC
fs_3005,moonjellyfish,물해파리,ミズクラゲ,海月水母,생선
fs_3005_01,A jellyfish with a transparent bell body where four horseshoe-shaped gonads are visible.,몸이 투명한 우산 모양이며 말굽 모양의 네 개 생식선이 보이는 해파리입니다.,体が透明な傘状で馬蹄形の四つの生殖腺が見えるクラゲです。,是一种身体透明呈伞状能看到四个马蹄形生殖腺的水母。,ETC
fs_3006,flyingfish,날치,トビウオ,飞鱼,생선
fs_3006_01,A fish with a streamlined body and large elongated pectoral fins that enable it to glide over the surface of the water.,몸은 유선형이며 가슴지느러미가 크고 길게 발달하여 물 위를 활공할 수 있는 어류입니다.,体は流線形で胸鰭が大きく長く発達しており水面を滑空できる魚です。,是一种身体呈流线型胸鳍发达而巨大能够滑翔飞越水面的鱼类。,ETC
fs_3007,pacificcod,대구,マダラ,太平洋鳕鱼,생선
fs_3007_01,A large fish with a wide mouth and a long barbel on its lower jaw known for its white flesh.,커다란 크기와 넓은 입이 특징이며 아래턱에 긴 수염을 가지고 흰 살을 가진 어류입니다.,体が大きく口が広く下あごに長いひげがあり白身が特徴の魚です。,是一种身体大嘴巴宽下颚有长须的特征是白色鱼肉的鱼类。,ETC
fs_3101,coraltrout,무늬바리,サンゴハタ,珊瑚石斑鱼,생선
fs_3101_01,A large predatory fish marked by small blue spots scattered across a bright body color that inhabits coral reefs.,밝은 몸 바탕에 푸른색 작은 점들이 흩어져 있으며 산호초 주변에 서식하는 대형 포식성 어류입니다.,明るい体色に青い小斑点が散らばっておりサンゴ礁の周辺に生息する大型の捕食魚です。,是一种体色鲜亮全身散布蓝色小斑点栖息于珊瑚礁周围的大型掠食性鱼类。,ETC
fs_3102,snowcrab,대게,ズワイガニ,雪蟹,생선
fs_3102_01,A crustacean with slender long legs relative to its body size that inhabits the cold deep seabed.,몸집에 비해 다리가 가늘고 길며 수심이 깊은 차가운 바다 밑바닥에서 서식하는 갑각류입니다.,体の割に脚が細くて長く水深の深い冷たい海底に生息する甲殻類です。,是一种与身体相比腿部细长栖息在水深较深的寒冷海床的甲壳类动物。,ETC
fs_3103,barramundi,큰입선농어,アカメ,尖吻鲈,생선
fs_3103_01,A fish notably characterized by its large mouth and the ability to live in both freshwater and saltwater.,큰 입이 특징이며 민물과 바닷물을 오가며 살 수 있는 능력을 가진 어류입니다.,大きな口が特徴であり淡水と海水を行き来して生息できる能力を持つ魚です。,具有大嘴的显著特征拥有在淡水和海水中来回生活的特殊能力的鱼类。,ETC
fs_3104,wahoo,꼬치삼치,カマスサワラ,沙氏刺鮁,생선
fs_3104_01,A large predatory fish with an elongated streamlined body a pointed snout and powerful teeth that moves at high speeds.,몸이 길고 유선형이며 뾰족한 주둥이와 강력한 이빨을 가진 고속으로 움직이는 대형 포식성 어류입니다.,体が非常に長く流線形で強力な歯と尖った吻を持つ高速で移動する大型の捕食性の魚です。,是一种身体细长呈流线型拥有强大牙齿和尖锐吻部的高速移动大型掠食性鱼类。,ETC
fs_3105,Sawfish,톱가오리,ノコギリエイ,锯鳐,생선
fs_3105_01,A large cartilaginous fish possessing a long flat rostrum with sharp teeth embedded along both edges resembling a saw.,머리 앞에 길고 납작하며 양쪽에 날카로운 이빨이 달린 톱 모양의 주둥이를 가진 대형 연골어류입니다.,頭部に長くて平たく両側に鋭い歯が付いたノコギリ状の吻を持つ大型の軟骨魚類です。,是一种头部前方有长而扁平两边长满锋利牙齿的锯状吻部的大型软骨鱼类。,ETC
fs_3106,LongSnout Boarfish,긴주둥이보어피쉬,ロングスナウテッドボアフィシュ,長吻似五棘鯛,생선
fs_3106_01,A small fish characterized by its long slender protruding snout and distinct dark horizontal bands on its body.,주둥이가 가늘고 길게 돌출되어 있으며 몸에 진한 가로줄 무늬가 특징인 작은 어류입니다.,吻が細長く突き出ており体に濃い横縞模様があるのが特徴の小型の魚です。,是一种吻部细长突出身体带有明显深色横条纹的小型鱼类。,ETC
fs_3107,blacktigershrimp,블랙타이거새우,クルマエビ,斑节对虾,생선
fs_3107_01,A large tropical shrimp with distinct dark brown and black horizontal stripes on its body.,몸에 짙은 갈색과 검은색의 뚜렷한 가로줄 무늬를 가진 크기가 큰 열대성 새우입니다.,体に濃い茶色と黒の明確な横縞模様を持つ大型の熱帯性のエビです。,是一种身体带有清晰深棕色和黑色横条纹的大型热带虾类。,ETC
fs_3108,longtoothgrouper,자바리,クエ,石斑鱼,생선
fs_3108_01,A large predatory fish with dark vertical bars and long sharp teeth that inhabits deep rocky reefs.,주둥이에 길고 날카로운 이빨이 돌출되어 있으며 몸에 불규칙한 얼룩 무늬가 특징인 대형 포식성 어류입니다.,稀な横縞模様を持つ大型の肉食魚で日本では非常に貴重な高級食材として扱われます。,是一种体型大带有深色斑纹的肉食性鱼类栖息在岩石区域中。,ETC
fs_3109,Amberjack,방어,ブリ,鰤鱼,생선
fs_3109_01,A large migratory fish with a fusiform body that is blue on the back and silvery white on the belly.,푸른빛 등과 은백색 배를 가진 방추형의 대형 회유성 어종이며 겨울에 가장 맛이 좋습니다.,成長に伴って名前が変わる出世魚であり冬に最も美味しい高級な回遊性の魚です。,是一种体型修长背部青色腹部银白的洄游性鱼类在中国也被称为黄尾鱼。,ETC
fs_3201,Ocean Sunfish,개복치,マンボウ,翻车鱼,생선
fs_3201_01,It is the world's heaviest known bony fish. It is characterized by its flattened disc-like body and often floats on the surface to sunbathe.,현존하는 경골어류 중 가장 무거운 초대형 어류입니다. 꼬리 지느러미가 없는 쟁반 모양의 몸통이 특징이며 수면에 떠서 일광욕을 합니다.,現存する硬骨魚類の中で最も重い超大型の魚です. 尾びれのない巨大で扁平な体が特徴で水面に浮かんで日光浴をする習性があります。,它是现存硬骨鱼类中最重的超大型鱼类. 其身体巨大扁平呈圆盘状且经常浮到水面晒太阳。,ETC
fs_3202,Cutlassfish,갈치,タチウオ,带鱼,생선
fs_3202_01,It is a fish with a long flattened sword-like body that has a metallic silver sheen. It moves up to the surface at night to prey on smaller fish.,길고 납작한 칼 모양의 몸통에 은빛 광택이 나는 어류입니다. 밤에는 수면 가까이 올라와 작은 물고기를 포식합니다.,長くて平たい刀のような体をしており銀色の光沢を持つ魚です。夜間に水面近くへ浮上して小魚を捕食する習性があります。,具有细长扁平的刀形身体全身带有银色光泽. 它有在夜间上升到水面附近捕食小鱼的习性。,ETC
fs_3203,Blue fin Tuna,참다랑어,クロマグロ,蓝鳍金枪鱼,생선
fs_3203_01,A massive fusiform fish characterized by its dark blue back and silvery-white belly and large and powerful body structure.,방추형의 거대한 몸을 가졌으며 등은 짙은 푸른빛을 띠고 배는 은백색인 대형 어류입니다.,巨大な紡錘形の体を持つ魚であり背中は濃い青色腹部は銀白色をしているのが特徴です。,是一种体型巨大呈纺锤形背部呈深蓝色腹部为银白色的威猛鱼类。,ETC
fs_3204,Sailfish,돛새치,バショウカジキ,旗鱼,생선
fs_3204_01,A high-speed fish characterized by a large wide sail-like fin running along its entire back and a long pointed bill.,등 전체에 걸쳐 크고 넓은 돛 모양의 지느러미와 길고 뾰족한 주둥이가 특징인 고속 어류입니다.,背全体に沿って大きく広い帆のような形の鰭と長くて尖った吻を持つ高速で泳ぐ魚です。,是一种体型巨大背部有巨大帆状鳍和细长尖吻的高速游泳性鱼类。,ETC
fs_3205,Giant Trevally,무명갈전갱이,ロウニンアジ,牛港鲹,생선
fs_3205_01,A large predatory fish with a massive powerful body and a steep vertical profile above its eyes.,크고 강력한 몸을 가졌으며 수직으로 납작하고 넓적한 이마가 특징인 대형 포식성 어류입니다.,大きく強力な体と目の上部が垂直で広い特徴を持つ大型の肉食魚です。,是一种体型巨大且强壮眼睛上方轮廓垂直扁平的大型掠食性鱼类。,ETC
fs_3301,Swordfish,황새치,メカジキ,剑鱼,생선
fs_3301_01,The Swordfish is a large marine fish characterized by a long flat sword-like bill and is one of the fastest oceanic predators inhabiting tropical and temperate seas worldwide.,황새치는 칼처럼 길고 납작한 주둥이가 특징이며 가장 빠른 해양 포식자 중 하나로 전 세계 열대와 온대 바다에 서식하는 대형 어류입니다.,メカジキは刀のように細長く平たい吻 (ふん) を特徴とし最も速い海洋捕食者の一つで世界中の熱帯および温帯の海に生息する大型魚です。,是一种具有长而扁平坚硬的剑状吻部的鱼类也是世界上游速最快的鱼类之一。,ETC
fs_3302,Manta Ray,쥐가오리,オニイトマキエイ,蝠鲼,생선
fs_3302_01,The largest species of ray in the world possessing huge wing-like pectoral fins and projecting cephalic lobes on its head.,머리 양쪽에 돌출된 지느러미와 거대한 날개 모양의 가슴지느러미를 가진 세계에서 가장 큰 가오리입니다.,頭の両側に突出した鰭と巨大な翼状の胸鰭を持つ世界最大のエイです。,它是世界上最大的鳐鱼在头部两侧有突出的鳍并拥有巨大的翼状胸鳍。,ETC
fs_3401,Gold Hermit Crab,황금소라게,ゴールドヤドカリ,金色寄居蟹,생선
fs_3401_01,A common hermit crab species with high value due to its entire body being covered in a golden layer.,일반적인 소라게이지만 금을 뒤집어쓰고 있어서 그 자체만으로 엄청난 가치를 지닙니다.,一般的なヤドカリですが体全体が金で覆われているためそれ自体が非常に高い価値を持つ種です。,是一种普通的寄居蟹但因全身覆盖着黄金层而具有极高的价值。,ETC
fs_4101,Pollack,명태,スケトウダラ,明太鱼,생선
fs_4101_01,A cold-water fish belonging to the cod family characterized by a long slender body and three distinct dorsal fins.,대구과에 속하며 한류성 어종으로 길고 가는 몸통과 세 개의 등지느러미를 가진 어류입니다.,タラ科に属し細長い体と三つの背びれを持つ寒流性の魚です。,是一种属于鳕鱼科的寒冷水域鱼类具有细长的身体和三片背鳍.,ETC
fs_4102,John Dory,달고기,マトウダイ,海鲂,생선
fs_4102_01,A highly valued edible fish with a very flattened body profile and a distinctive large moon-shaped black spot in the center of its flank.,몸 중앙에 커다란 달 모양의 검은 반점이 특징이며 측면이 매우 납작한 고급 식용 어류입니다.,体の中央に大きな月形の黒い斑点があり体が非常に平たいのが特徴の高級食用魚です。,是一种侧面极度扁平在身体中央具有月亮形黑斑的高级食用鱼类。,ETC
fs_4103,Pelican Eel,펠리컨장어,フクロウナギ,宽咽鱼,생선
fs_4103_01,A deep-sea fish that possesses a pouch-like mouth capable of expanding greatly like a pelican and a tail that is extremely long compared to its short body.,펠리컨처럼 크게 늘어나는 주머니 모양의 턱과 짧은 몸에 비해 매우 긴 꼬리를 가진 심해 어류입니다.,ペリカンのように大きく膨らむ袋状の顎と短い体に比べて非常に長い尾を持つ深海魚です。,是一种拥有像鹈鹕一样能大幅扩张的囊状下颚和与短身体相比极长尾巴的深海鱼类。,ETC
fs_4104,Alfonsino,금눈돔,キンメダイ,金眼鲷,생선
fs_4104_01,A deep-sea high-value edible fish characterized by its large golden eyes and beautiful red coloration over its entire body.,눈이 크고 황금빛을 띠며 몸 전체가 아름다운 붉은색을 띠는 심해성 고급 식용 어류입니다.,目が大きく金色に輝き体全体が美しい赤色を帯びた深海性の高級食用魚です。,是一种眼睛大呈金色且全身带有美丽红色的深海高级食用鱼类。,ETC
fs_4105,Hagfish,먹장어,ヌタウナギ,盲鳗,생선
fs_4105_01,A primitive marine creature that lacks jaws has degenerated eyes and secretes large amounts of slime from its body.,턱이 없고 눈이 퇴화했으며 몸에서 점액질을 대량으로 분비하는 원시적인 해양 생물입니다.,顎がなく目が退化しており体から多量の粘液を分泌する原始的な海洋生物です。,是一种没有颌骨眼睛退化且身体能分泌出大量粘液的原始海洋生物。,ETC
fs_4106,Opah,붉평치,アカマンボウ,月鱼,생선
fs_4106_01,A warm-blooded fish with a round flattened body that has intense silver coloring with bright red fins and spots.,둥글고 납작하며 강렬한 은색 바탕에 밝은 붉은색 지느러미와 반점을 가진 온혈성 어류입니다.,丸く扁平で強烈な銀色の地に明るい赤色の鰭と斑点を持つ温血性の魚です。,是一种身体圆而扁平底色为强烈银色且带有亮红色鱼鳍和斑点的温血鱼类。,ETC
fs_4201,Footballfish,초롱아귀,チョウチンアンコウ,角鮟鱇,생선
fs_4201_01,A deep-sea fish where the female uses a glowing lure from its dorsal fin to attract prey and the male is much smaller than the spherical female.,등지느러미가 변형된 발광체를 사용하여 먹이를 유인하며 암컷은 구형의 몸에 비해 수컷은 매우 작은 심해 어류입니다.,背びれが変化した発光器を使い餌を誘き寄せメスは球形体でオスは極めて小さい深海魚です。,是一种用背鳍发光器引诱猎物雄性比球形身体的雌性小得多的深海鱼类。,ETC
fs_4202,Ghostshark,은상어,ギンザメ,银鲛,생선
fs_4202_01,A deep-sea fish similar to sharks but having a skeleton made of cartilage and characterized by large eyes and a distinctive long tail.,상어와 유사하지만 뼈대가 연골로 이루어져 있으며 커다란 눈과 특유의 긴 꼬리가 특징인 심해 어류입니다. 유령상어 라고도 불립니다.,鮫に似ていますが骨格は軟骨でできており大きな目と特有の長い尾を持つ深海魚です。,是一种骨骼由软骨构成与鲨鱼相似但有大眼睛和独特长尾巴的深海鱼类。,ETC
fs_4203,Fangtooth,귀신고기,オニキンメ,尖牙鱼,생선
fs_4203_01,A deep-sea predatory fish characterized by a large head relative to its body size and sharp fang-like teeth.,몸 크기에 비해 머리가 크고 날카로운 송곳니 모양의 이빨이 특징인 심해성 포식 어류입니다.,体の大きさに比べて頭が大きく鋭い牙のような歯を持つのが特徴の深海性肉食魚です。,是一种头部相对于身体较大且长有尖锐犬牙状牙齿的深海掠食性鱼类。,ETC
fs_4204,Oarfish,산갈치,リュウグウノツカイ,皇带鱼,생선
fs_4204_01,A deep-sea fish characterized by an extremely long flattened ribbon-like body and a long spectacular red dorsal fin.,매우 길고 납작한 끈 모양의 몸통과 붉은색을 띠는 길고 화려한 등지느러미가 특징인 심해 어류입니다.,非常に細長いリボン状の扁平な体と赤みを帯びた長くて派手な背びれを持つ深海魚です。,是一种身体极度细长呈扁平带状且具有红色长背鳍的深海鱼类。,ETC
fs_4205,Predatory Tunicate,큰입멍게,捕食性ホヤ,捕食性海鞘,생선
fs_4205_01,This sessile organism attaches to deep-sea rocks and traps its prey by rapidly closing its large hood-like mouth.,심해 바위에 붙어 살며 후드 모양의 큰 입을 재빨리 닫아 먹이를 가두는 포식성 멍게입니다.,深海の岩に固着して生息しフード状の大きな口を素早く閉じることで餌を捕まえる捕食性のホヤです。,这种捕食性海鞘固着在深海岩石上它会快速关闭巨大的罩状口来捕获猎物。,ETC
fs_4301,Giant Squid,대왕 오징어,ダイオウイカ,大王乌贼,생선
fs_4301_01,The largest living invertebrate species characterized by long tentacles and huge eyes relative to its body size.,현존하는 무척추동물 중 가장 큰 종이며 긴 촉수와 몸통에 비해 거대한 눈을 가진 심해 생물입니다.,現存する無脊椎動物の中で最も大きな種であり長い触手と体に比して巨大な目を持つ深海生物です。,它是现存最大的无脊椎动物具有长长的触手和相对于身体非常巨大的眼睛。,ETC
fs_4302,Goblin Shark,마귀상어,ミツクリザメ,欧氏尖吻鲛,생선
fs_4302_01,A rare deep-sea shark characterized by its long protruding snout and a unique jaw structure that can be thrust forward.,길게 돌출된 주둥이와 턱을 앞으로 내밀 수 있는 독특한 구조를 가진 희귀한 심해 상어입니다.,長く突き出た吻と顎を前方に突き出すことができる独特な構造を持つ珍しい深海鮫です。,是一种罕见的深海鲨鱼以其长而突出的吻部和可向前伸出的独特颌骨结构为特征。,ETC
fs_4303,Flapjack Octopus,우산문어,メンダコ,烙饼章鱼,생선
fs_4303_01,A deep-sea octopus sometimes called the Dumbo Octopus because of its prominent ear-like fins and swims using its umbrella-like webbing.,지느러미가 귀처럼 튀어나와 덤보문어라고도 불리며 우산처럼 생긴 지느러미를 이용해 헤엄치는 심해 문어입니다.,耳のような突起状のひれを持つダンボオクトパスとも呼ばれ傘状のひれを使って泳ぐ深海性のタコです。,是一种因其突出的耳状鳍而被称为小飞象章鱼并利用伞状蹼进行游泳的深海章鱼。,ETC
fs_4304,Longnose Lancetfish,돛란도어,ミズウオ,长吻帆蜥鱼,생선
fs_4304_01,A predatory deep-sea fish characterized by a long slender body a high sail-like dorsal fin and sharp fang-like teeth in its mouth.,길고 가는 몸과 돛처럼 생긴 높은 등지느러미가 특징이며 입에는 날카로운 송곳니 모양의 이빨이 있는 포식성 심해어 입니다.,長く細い体と帆のような高い背びれが特徴で口には鋭い牙のような歯を持つ深海性の肉食魚です。,是一种长着细长身体和高帆状背鳍的掠食性深海鱼类口中长有锋利的尖牙状牙齿。,ETC
fs_4305,Jellynose Fish,꼬리치,シャチブリ,软腕鱼,생선
fs_4305_01,This deep-sea fish features a soft gelatinous body a large head and a blunt snout which it uses to locate food in the dark depths.,길고 가는 꼬리가 특징이라 꼬리치라 불리며 젤리 같은 몸으로 심해에서 생활하는 어류입니다.,柔らかいゼリー質の体と大きな頭を持ち細長く尖った尾を持つ深海魚です。,是一种拥有柔软胶质身体和巨大头部且尾部细长尖锐的深海鱼类。,ETC
fs_4306,Blobfish,블롭피쉬,ニュウドウカジカ,胶鼻鱼,생선
fs_4306_01,This deep-sea fish is famous for its ugly appearance which is actually caused by its body deforming due to pressure changes upon rising to the surface.,못생긴 외모로 유명하지만 실제 모습은 수면으로 올라오면서 기압 차이 때문에 변형된 심해 어류입니다.,醜い外見で有名ですが実際の姿は水面に上がる際の気圧差により変形した深海魚です。,这种深海鱼因其丑陋外表而闻名但其真实形态是因上升到水面时气压差而变形所致。,ETC
fs_4401,Abyssal Snake,심해뱀,深海蛇,深海蛇,생선
fs_4401_01,This is a truly rare deep-sea fish that has a long snake-like body and large eyes and uses antenna-like filaments to locate its prey.,긴 뱀모양의 몸과 커다란 눈을 가졌으며 안테나같은 촉수로 먹이를 찾는 정말 보기 드문 심해어 입니다.,長い蛇のような体と大きな目を持ちアンテナのような触手で餌を探す非常に珍しい深海魚です。,这种鱼有细长的蛇形身体和巨大的眼睛并利用天线般的触手寻找食物是一种极其罕见的深海鱼类。,ETC
fs_4402,Drillfish,드릴피쉬,ドリル深海魚,钻头鱼,생선
fs_4402_01,This massive deep-sea predator uses its forehead drill horn to bore into the seafloor to find prey and is an extremely difficult catch.,이마의 드릴뿔로 해저를 뚫어 먹이를 찾는 거대한 몸집의 심해 포식자이며 잡기 정말 힘든 어종입니다.,額のドリル角で海底を掘り獲物を探す巨大な体の深海捕食者であり捕獲が非常に困難な魚です。,这种体型巨大的深海掠食者用额头的钻角钻穿海床寻找猎物并且是极其难以捕获的鱼种。,ETC
fs_4403,Coralium Queen,말미잘여왕,イソギンチャク女王,海葵女王,생선
fs_4403_01,This legendary predator lures prey with the anemone crown on its head and dominates the deep-sea ecosystem.,머리의 말미잘 왕관으로 먹이를 유인하며 심해 생태계를 지배하는 레전더리 포식자입니다.,頭のイソギンチャクの王冠で獲物をおびき寄せ深海生態系を支配する伝説の捕食者です。,这种传说级掠食者用头上的海葵王冠引诱猎物并统治着深海生态系统。,ETC
fs_4404,Submarine Grouper,잠수함그루퍼,潜水艦ハタ,潜水艇石斑鱼,생선
fs_4404_01,This giant predator lures prey with its bioluminescent filament then swallows everything with its enormous mouth.,이 거대한 포식자는 발광촉수로 먹이를 유인한 후 큰 입으로 모든 것을 집어삼킵니다.,この巨大な捕食者は発光触手で獲物をおびき寄せ巨大な口で全てを飲み込みます。,这种巨型掠食者利用发光触手引诱猎物然后用巨大的嘴巴吞噬一切。,ETC
